Target,R2,RMSE
voltage_fall_time_pulse2,0.9968869272744364,3.35873401803162e-10
voltage_fall_time_pulse1,0.9967301641119685,3.446122945567179e-10
current_fall_time_pulse1,0.9941121019320618,9.425588623610047e-10
current_fall_time_pulse2,0.994040360685698,9.428343736380015e-10
voltage_rise_time_pulse1,0.9763399669236429,5.327052573129539e-10
ringing_frequency_MHz,0.9743977477949349,2.7139960719209383e-06
undershoot_pulse_2,0.9712625557407961,1.8455449284379426
overshoot_pulse_1,0.9691723888519913,2.369115851818732
undershoot_pulse_1,0.9685846633240921,1.9347079828436138
voltage_rise_time_pulse2,0.8956076185994131,1.4225478364881376e-09
current_rise_time_pulse2,0.8743123415813016,9.646221835782717e-09
overshoot_pulse_2,0.8696346578895784,7.144921833778385
current_rise_time_pulse1,0.6705633199290357,1.3595583048923507e-08
